Story_body,Question,Answer,Story_flow,Story_type,Question_type
Mason entered the front_yard. Jack entered the front_yard. William entered the front_yard. Mason exited the front_yard. The radish is in the box. The box is in the front_yard. Mason hates the grapes. Jack exited the front_yard. Jack entered the front_yard. William moved the radish to the crate. The crate is in the front_yard.,Where will Jack look for the radish?,crate,"['agent_2_enters', 'enter_agent_1', 'enter_agent_0', 'agent_2_exits', 'agent_1_exits', 'agent_1_reenters_loc', 'agent_0_moves_obj']",first_order_0_no_tom,true_belief
Benjamin entered the den. Aiden entered the den. The cherry is in the bathtub. The bathtub is in the den. Benjamin moved the cherry to the crate. The crate is in the den. Aiden exited the den. Benjamin exited the den. Aiden hates the grapefruit. Aiden entered the staircase. Aiden hates the stockings.,Where will Benjamin look for the cherry?,crate,"['enter_agent_0', 'enter_agent_1', 'agent_0_moves_obj', 'agent_1_exits', 'agent_0_exits', 'agent_1_reenters_alt_loc']",first_order_0_no_tom,second_order_false_belief
Jack entered the sunroom. Chloe entered the sunroom. Olivia entered the sunroom. The apple is in the drawer. The drawer is in the sunroom. Chloe exited the sunroom. Jack moved the apple to the box. The box is in the sunroom. Chloe entered the sunroom.,Where does Chloe think that Jack searches for the apple?,box,"['enter_agent_0', 'enter_agent_1', 'agent_2_enters', 'agent_1_exits', 'agent_0_moves_obj', 'agent_1_reenters_loc']",second_order_1_no_tom,false_belief
Liam loves the radish. Liam entered the garden. Charlotte entered the workshop. Nathan entered the garden. The underpants is in the drawer. The drawer is in the garden. Charlotte exited the workshop. Nathan moved the underpants to the bathtub. The bathtub is in the garden. Liam exited the garden.,Where was the underpants at the beginning?,drawer,"['enter_agent_1', 'agent_2_enters', 'enter_agent_0', 'agent_0_moves_obj', 'agent_2_exits', 'agent_1_exits']",memory,true_belief
Logan entered the lounge. Logan exited the lounge. Ella entered the lounge. Logan hates the gloves. James entered the lounge. The sweet_potato is in the bottle. The bottle is in the lounge. Ella exited the lounge. James moved the sweet_potato to the bucket. The bucket is in the lounge.,Where was the sweet_potato at the beginning?,bottle,"['agent_2_enters', 'agent_2_exits', 'enter_agent_1', 'enter_agent_0', 'agent_1_exits', 'agent_0_moves_obj']",memory,false_belief
Carter entered the bathroom. Isabella loves the persimmon. Elizabeth entered the hall. Isabella entered the hall. Carter exited the bathroom. The shirt is in the crate. The crate is in the hall. Carter hates the cherry. Isabella moved the shirt to the pantry. The pantry is in the hall. Elizabeth exited the hall.,Where will Elizabeth look for the shirt?,pantry,"['agent_2_enters', 'enter_agent_1', 'enter_agent_0', 'agent_2_exits', 'agent_0_moves_obj', 'agent_1_exits']",first_order_0_no_tom,true_belief
Avery dislikes the hat. Benjamin entered the kitchen. Evelyn loves the underclothes. Evelyn entered the kitchen. The corn is in the box. The box is in the kitchen. Avery entered the garage. Benjamin moved the corn to the bottle. The bottle is in the kitchen. Evelyn exited the kitchen. Benjamin exited the kitchen. Evelyn entered the kitchen.,Where will Evelyn look for the corn?,bottle,"['enter_agent_0', 'enter_agent_1', 'agent_0_moves_obj', 'agent_2_enters', 'agent_1_exits', 'agent_0_exits', 'agent_1_reenters_loc']",first_order_1_no_tom,second_order_false_belief
Ava entered the kitchen. Liam entered the kitchen. Liam loves the turnip. Sophia entered the kitchen. The pineapple is in the bathtub. The bathtub is in the kitchen. Liam exited the kitchen. Ava exited the kitchen. Liam entered the kitchen. Sophia moved the pineapple to the box. The box is in the kitchen.,Where will Liam look for the pineapple?,box,"['agent_2_enters', 'enter_agent_1', 'enter_agent_0', 'agent_1_exits', 'agent_1_reenters_loc', 'agent_2_exits', 'agent_0_moves_obj']",first_order_0_no_tom,true_belief
Benjamin entered the dining_room. Lucas entered the dining_room. Benjamin exited the dining_room. Lucas loves the apple. Elizabeth entered the dining_room. The eggplant is in the suitcase. The suitcase is in the dining_room. Elizabeth exited the dining_room. Elizabeth entered the dining_room. Lucas moved the eggplant to the bottle. The bottle is in the dining_room.,Where will Lucas look for the eggplant?,bottle,"['agent_2_enters', 'enter_agent_0', 'agent_2_exits', 'enter_agent_1', 'agent_1_exits', 'agent_1_reenters_loc', 'agent_0_moves_obj']",first_order_0_no_tom,true_belief
Aria entered the bathroom. Ella entered the bathroom. Isabella entered the bathroom. The pear is in the crate. The crate is in the bathroom. Isabella exited the bathroom. Aria exited the bathroom. Ella moved the pear to the cupboard. The cupboard is in the bathroom.,Where was the pear at the beginning?,crate,"['agent_2_enters', 'enter_agent_0', 'enter_agent_1', 'agent_1_exits', 'agent_0_moves_obj', 'agent_2_exits']",memory,false_belief
Noah entered the front_yard. Charlotte entered the front_yard. The tie is in the basket. The basket is in the front_yard. Noah exited the front_yard. Charlotte moved the tie to the cupboard. The cupboard is in the front_yard.,Where was the tie at the beginning?,basket,"['enter_agent_1', 'enter_agent_0', 'agent_1_exits', 'agent_0_moves_obj']",memory,false_belief
Charlotte is in the playroom. Carter entered the playroom. Abigail entered the playroom. The jeans is in the bathtub. The bathtub is in the playroom. Carter exited the playroom. Abigail moved the jeans to the treasure_chest. The treasure_chest is in the playroom. Charlotte exited the playroom. Abigail exited the playroom. Charlotte entered the garage.,Where is the jeans really?,treasure_chest,"['enter_agent_1', 'agent_2_enters', 'enter_agent_0', 'agent_0_moves_obj', 'agent_2_exits', 'agent_1_exits', 'agent_0_exits', 'agent_1_reenters_alt_loc']",reality,second_order_false_belief
Logan entered the lounge. Logan exited the lounge. Ella entered the lounge. Logan hates the gloves. James entered the lounge. The sweet_potato is in the bottle. The bottle is in the lounge. Ella exited the lounge. James moved the sweet_potato to the bucket. The bucket is in the lounge.,Where is the sweet_potato really?,bucket,"['agent_2_enters', 'agent_2_exits', 'enter_agent_1', 'enter_agent_0', 'agent_1_exits', 'agent_0_moves_obj']",reality,false_belief
Avery entered the living_room. Logan entered the living_room. The persimmon is in the bottle. The bottle is in the living_room. Logan exited the living_room. Emily entered the bathroom. Avery moved the persimmon to the basket. The basket is in the living_room.,Where does Avery think that Logan searches for the persimmon?,bottle,"['enter_agent_0', 'enter_agent_1', 'agent_1_exits', 'agent_0_moves_obj', 'agent_2_enters']",second_order_0_tom,false_belief
Ava entered the crawlspace. Elizabeth entered the hall. Mia entered the crawlspace. The trousers is in the cupboard. The cupboard is in the crawlspace. Mia moved the trousers to the drawer. The drawer is in the crawlspace. Ava exited the crawlspace. Elizabeth loves the sweatshirt.,Where was the trousers at the beginning?,cupboard,"['enter_agent_1', 'agent_2_enters', 'enter_agent_0', 'agent_0_moves_obj', 'agent_1_exits']",memory,true_belief
Evelyn entered the back_yard. Mia entered the back_yard. Mia dislikes the slacks. Nathan entered the back_yard. The peas is in the drawer. The drawer is in the back_yard. Evelyn moved the peas to the treasure_chest. The treasure_chest is in the back_yard. Mia exited the back_yard.,Where does Mia think that Evelyn searches for the peas?,treasure_chest,"['enter_agent_0', 'enter_agent_1', 'agent_2_enters', 'agent_0_moves_obj', 'agent_1_exits']",second_order_1_no_tom,true_belief
Sophia entered the garage. Isla entered the garage. The sweatshirt is in the envelope. The envelope is in the garage. Sophia exited the garage. Isla moved the sweatshirt to the pantry. The pantry is in the garage. Isla exited the garage. Sophia likes the shirt. Sophia entered the pantry.,Where does Sophia think that Isla searches for the sweatshirt?,envelope,"['enter_agent_1', 'enter_agent_0', 'agent_1_exits', 'agent_0_moves_obj', 'agent_0_exits', 'agent_1_reenters_alt_loc']",second_order_0_tom,second_order_false_belief
Emily entered the den. Liam entered the back_yard. Owen entered the den. The eggplant is in the basket. The basket is in the den. Emily dislikes the onion. Owen dislikes the raincoat. Emily moved the eggplant to the suitcase. The suitcase is in the den. Owen exited the den. Owen entered the den.,Where does Emily think that Owen searches for the eggplant?,suitcase,"['enter_agent_0', 'agent_2_enters', 'enter_agent_1', 'agent_0_moves_obj', 'agent_1_exits', 'agent_1_reenters_loc']",second_order_0_no_tom,true_belief
Nathan entered the laundry. Oliver entered the laundry. Nathan hates the tomato. The suit is in the drawer. The drawer is in the laundry. Oliver moved the suit to the treasure_chest. The treasure_chest is in the laundry. Oliver likes the green_pepper. Nathan exited the laundry. Oliver exited the laundry. Nathan entered the laundry.,Where does Nathan think that Oliver searches for the suit?,treasure_chest,"['enter_agent_1', 'enter_agent_0', 'agent_0_moves_obj', 'agent_1_exits', 'agent_0_exits', 'agent_1_reenters_loc']",second_order_0_no_tom,second_order_false_belief
Amelia entered the garage. Emily entered the garage. The grapes is in the crate. The crate is in the garage. Amelia exited the garage. Amelia dislikes the spinach. Emily moved the grapes to the bucket. The bucket is in the garage. Emily exited the garage. Emily loves the hat. Amelia entered the playroom.,Where does Emily think that Amelia searches for the grapes?,crate,"['enter_agent_1', 'enter_agent_0', 'agent_1_exits', 'agent_0_moves_obj', 'agent_0_exits', 'agent_1_reenters_alt_loc']",second_order_1_tom,second_order_false_belief
Jacob entered the den. Aria entered the den. Jayden entered the garage. The grapes is in the treasure_chest. The treasure_chest is in the den. Jacob likes the pineapple. Jacob exited the den. Jayden hates the lemon. Aria moved the grapes to the bucket. The bucket is in the den.,Where does Jacob think that Aria searches for the grapes?,treasure_chest,"['enter_agent_1', 'enter_agent_0', 'agent_2_enters', 'agent_1_exits', 'agent_0_moves_obj']",second_order_0_tom,false_belief
Jayden entered the playroom. Evelyn entered the playroom. The pineapple is in the drawer. The drawer is in the playroom. Jayden exited the playroom. Jayden entered the playroom. Evelyn moved the pineapple to the envelope. The envelope is in the playroom. Hannah dislikes the spinach.,Where will Evelyn look for the pineapple?,envelope,"['enter_agent_1', 'enter_agent_0', 'agent_1_exits', 'agent_1_reenters_loc', 'agent_0_moves_obj']",first_order_1_no_tom,true_belief
Owen hates the cap. Emily entered the workshop. Owen entered the workshop. The skirt is in the suitcase. The suitcase is in the workshop. Owen exited the workshop. Emily moved the skirt to the crate. The crate is in the workshop. Liam entered the pantry. Emily exited the workshop. Liam exited the pantry. Emily dislikes the underclothes. Owen entered the pantry.,Where will Owen look for the skirt?,suitcase,"['enter_agent_0', 'enter_agent_1', 'agent_1_exits', 'agent_0_moves_obj', 'agent_0_exits', 'agent_2_enters', 'agent_1_reenters_alt_loc', 'agent_2_exits']",first_order_1_tom,second_order_false_belief
Lucas dislikes the grapes. Noah entered the office. Charlotte entered the crawlspace. Lucas entered the crawlspace. Lucas loves the asparagus. The cap is in the treasure_chest. The treasure_chest is in the crawlspace. Noah exited the office. Lucas exited the crawlspace. Lucas entered the crawlspace. Charlotte moved the cap to the envelope. The envelope is in the crawlspace.,Where is the cap really?,envelope,"['agent_2_enters', 'enter_agent_0', 'enter_agent_1', 'agent_1_exits', 'agent_2_exits', 'agent_1_reenters_loc', 'agent_0_moves_obj']",reality,true_belief
Hunter entered the pantry. Olivia entered the pantry. Mila dislikes the socks. The raincoat is in the drawer. The drawer is in the pantry. Hunter moved the raincoat to the cupboard. The cupboard is in the pantry. Olivia exited the pantry. Olivia entered the pantry. Mila hates the strawberry.,Where is the raincoat really?,cupboard,"['enter_agent_0', 'enter_agent_1', 'agent_0_moves_obj', 'agent_1_exits', 'agent_1_reenters_loc']",reality,true_belief
Aria entered the dining_room. Elizabeth entered the dining_room. The pumpkin is in the suitcase. The suitcase is in the dining_room. Isabella likes the pajamas. Aria moved the pumpkin to the treasure_chest. The treasure_chest is in the dining_room. Elizabeth exited the dining_room. Aria exited the dining_room. Isabella dislikes the cap. Elizabeth entered the dining_room.,Where will Aria look for the pumpkin?,treasure_chest,"['enter_agent_0', 'enter_agent_1', 'agent_0_moves_obj', 'agent_1_exits', 'agent_0_exits', 'agent_1_reenters_loc']",first_order_0_no_tom,second_order_false_belief
Abigail is in the garage. Elizabeth entered the garage. The carrot is in the suitcase. The suitcase is in the garage. Abigail moved the carrot to the pantry. The pantry is in the garage. Elizabeth exited the garage. Abigail exited the garage. Elizabeth entered the playroom. Emma entered the playroom.,Where does Elizabeth think that Abigail searches for the carrot?,pantry,"['enter_agent_0', 'enter_agent_1', 'agent_0_moves_obj', 'agent_1_exits', 'agent_0_exits', 'agent_1_reenters_alt_loc', 'agent_2_enters']",second_order_1_no_tom,second_order_false_belief
Mia entered the playroom. Charlotte entered the playroom. The lime is in the bottle. The bottle is in the playroom. Mia exited the playroom. Charlotte moved the lime to the envelope. The envelope is in the playroom. Mia entered the playroom.,Where will Charlotte look for the lime?,envelope,"['enter_agent_1', 'enter_agent_0', 'agent_1_exits', 'agent_0_moves_obj', 'agent_1_reenters_loc']",first_order_1_no_tom,false_belief
Isla entered the den. James entered the den. Avery hates the dress. The grapes is in the bathtub. The bathtub is in the den. James exited the den. Isla moved the grapes to the container. The container is in the den.,Where will James look for the grapes?,bathtub,"['enter_agent_0', 'enter_agent_1', 'agent_1_exits', 'agent_0_moves_obj']",first_order_1_tom,false_belief
Ella dislikes the cap. Carter entered the office. Ella entered the office. The pumpkin is in the treasure_chest. The treasure_chest is in the office. Ella moved the pumpkin to the envelope. The envelope is in the office. Ella loves the skirt. Carter exited the office. Ella exited the office. Carter entered the patio.,Where is the pumpkin really?,envelope,"['enter_agent_1', 'enter_agent_0', 'agent_0_moves_obj', 'agent_1_exits', 'agent_0_exits', 'agent_1_reenters_alt_loc']",reality,second_order_false_belief
Olivia entered the garden. Amelia entered the garden. The potato is in the crate. The crate is in the garden. Olivia moved the potato to the bucket. The bucket is in the garden. Olivia hates the grapes. Amelia exited the garden.,Where does Olivia think that Amelia searches for the potato?,bucket,"['enter_agent_0', 'enter_agent_1', 'agent_0_moves_obj', 'agent_1_exits']",second_order_0_no_tom,true_belief
Mia entered the staircase. Jack entered the staircase. The underclothes is in the bottle. The bottle is in the staircase. Jack moved the underclothes to the suitcase. The suitcase is in the staircase. Mia exited the staircase.,Where will Mia look for the underclothes?,suitcase,"['enter_agent_1', 'enter_agent_0', 'agent_0_moves_obj', 'agent_1_exits']",first_order_0_no_tom,true_belief
Mia entered the laundry. Oliver entered the laundry. Ava entered the laundry. The shoes is in the basket. The basket is in the laundry. Ava dislikes the banana. Oliver moved the shoes to the suitcase. The suitcase is in the laundry. Ava exited the laundry. Mia exited the laundry. Oliver exited the laundry. Mia entered the basement.,Where does Oliver think that Mia searches for the shoes?,suitcase,"['enter_agent_1', 'enter_agent_0', 'agent_2_enters', 'agent_0_moves_obj', 'agent_1_exits', 'agent_2_exits', 'agent_0_exits', 'agent_1_reenters_alt_loc']",second_order_1_no_tom,second_order_false_belief
Charlotte entered the back_yard. Carter entered the back_yard. The melon is in the drawer. The drawer is in the back_yard. Ella likes the pineapple. Carter exited the back_yard. Carter entered the back_yard. Charlotte moved the melon to the box. The box is in the back_yard.,Where will Carter look for the melon?,box,"['enter_agent_0', 'enter_agent_1', 'agent_1_exits', 'agent_1_reenters_loc', 'agent_0_moves_obj']",first_order_1_no_tom,true_belief
Elizabeth entered the hallway. Hunter entered the hallway. Elizabeth dislikes the suit. The underpants is in the suitcase. The suitcase is in the hallway. Hunter exited the hallway. Hunter hates the grapefruit. Hunter entered the hallway. Elizabeth moved the underpants to the container. The container is in the hallway.,Where will Elizabeth look for the underpants?,container,"['enter_agent_0', 'enter_agent_1', 'agent_1_exits', 'agent_1_reenters_loc', 'agent_0_moves_obj']",first_order_0_no_tom,true_belief
Jack entered the den. Lily entered the den. Jack loves the broccoli. The sweatshirt is in the envelope. The envelope is in the den. Evelyn dislikes the celery. Jack exited the den. Evelyn entered the den. Evelyn exited the den. Lily moved the sweatshirt to the crate. The crate is in the den.,Where was the sweatshirt at the beginning?,envelope,"['enter_agent_1', 'enter_agent_0', 'agent_1_exits', 'agent_0_moves_obj', 'agent_2_enters', 'agent_2_exits']",memory,false_belief
Chloe entered the porch. Olivia entered the porch. Amelia hates the jacket. Amelia entered the porch. Amelia exited the porch. The coat is in the bottle. The bottle is in the porch. Chloe exited the porch. Chloe entered the master_bedroom. Olivia moved the coat to the crate. The crate is in the porch.,Where is the coat really?,crate,"['enter_agent_1', 'enter_agent_0', 'agent_2_enters', 'agent_2_exits', 'agent_1_exits', 'agent_1_reenters_alt_loc', 'agent_0_moves_obj']",reality,true_belief
Oliver entered the playroom. Logan entered the dining_room. Evelyn entered the dining_room. Oliver exited the playroom. The grapefruit is in the cupboard. The cupboard is in the dining_room. Logan moved the grapefruit to the bucket. The bucket is in the dining_room. Evelyn exited the dining_room. Logan exited the dining_room. Evelyn entered the playroom.,Where will Logan look for the grapefruit?,bucket,"['agent_2_enters', 'enter_agent_0', 'enter_agent_1', 'agent_2_exits', 'agent_0_moves_obj', 'agent_1_exits', 'agent_0_exits', 'agent_1_reenters_alt_loc']",first_order_0_no_tom,second_order_false_belief
Jackson entered the living_room. Hannah entered the living_room. The tomato is in the bucket. The bucket is in the living_room. Jackson moved the tomato to the bottle. The bottle is in the living_room. Hannah exited the living_room. Hannah hates the sweater.,Where does Hannah think that Jackson searches for the tomato?,bottle,"['enter_agent_0', 'enter_agent_1', 'agent_0_moves_obj', 'agent_1_exits']",second_order_1_no_tom,true_belief
Sophia entered the sunroom. James entered the sunroom. Sophia loves the sweater. The beans is in the box. The box is in the sunroom. Sophia moved the beans to the container. The container is in the sunroom. James dislikes the peas. James exited the sunroom. Sophia exited the sunroom. James entered the office.,Where will James look for the beans?,container,"['enter_agent_0', 'enter_agent_1', 'agent_0_moves_obj', 'agent_1_exits', 'agent_0_exits', 'agent_1_reenters_alt_loc']",first_order_1_no_tom,second_order_false_belief
Hannah hates the orange. Hannah is in the front_yard. Ava entered the front_yard. Hannah loves the melon. The peach is in the container. The container is in the front_yard. Hannah moved the peach to the envelope. The envelope is in the front_yard. Ava exited the front_yard. Hannah exited the front_yard. Ava entered the front_yard.,Where does Ava think that Hannah searches for the peach?,envelope,"['enter_agent_0', 'enter_agent_1', 'agent_0_moves_obj', 'agent_1_exits', 'agent_0_exits', 'agent_1_reenters_loc']",second_order_1_no_tom,second_order_false_belief
Olivia entered the den. Olivia exited the den. Isla entered the den. Olivia hates the apple. Lucas entered the den. The cherry is in the box. The box is in the den. Isla likes the sweater. Isla moved the cherry to the bathtub. The bathtub is in the den. Lucas exited the den.,Where will Isla look for the cherry?,bathtub,"['agent_2_enters', 'agent_2_exits', 'enter_agent_0', 'enter_agent_1', 'agent_0_moves_obj', 'agent_1_exits']",first_order_0_no_tom,true_belief
Ella entered the pantry. Hunter entered the living_room. Jackson entered the pantry. Hunter loves the onion. The onion is in the bucket. The bucket is in the pantry. Jackson moved the onion to the drawer. The drawer is in the pantry. Jackson likes the skirt. Ella exited the pantry.,Where is the onion really?,drawer,"['enter_agent_1', 'agent_2_enters', 'enter_agent_0', 'agent_0_moves_obj', 'agent_1_exits']",reality,true_belief
Emily entered the pantry. Emma entered the lounge. James entered the pantry. The cherry is in the bottle. The bottle is in the pantry. Emily exited the pantry. Emily entered the pantry. Emma exited the lounge. James moved the cherry to the envelope. The envelope is in the pantry.,Where was the cherry at the beginning?,bottle,"['enter_agent_1', 'agent_2_enters', 'enter_agent_0', 'agent_1_exits', 'agent_1_reenters_loc', 'agent_0_moves_obj', 'agent_2_exits']",memory,true_belief
Logan entered the front_yard. Lucas entered the hallway. Lucas exited the hallway. Lucas hates the potato. Charlotte entered the front_yard. The peas is in the bottle. The bottle is in the front_yard. Logan moved the peas to the bucket. The bucket is in the front_yard. Charlotte exited the front_yard. Logan exited the front_yard. Charlotte entered the hallway.,Where will Logan look for the peas?,bucket,"['enter_agent_0', 'agent_2_enters', 'agent_2_exits', 'enter_agent_1', 'agent_0_moves_obj', 'agent_1_exits', 'agent_0_exits', 'agent_1_reenters_alt_loc']",first_order_0_no_tom,second_order_false_belief
Chloe entered the closet. Aria entered the closet. The pajamas is in the bathtub. The bathtub is in the closet. Chloe moved the pajamas to the basket. The basket is in the closet. Aria exited the closet. Chloe exited the closet. Aria entered the kitchen. Mason entered the kitchen.,Where is the pajamas really?,basket,"['enter_agent_0', 'enter_agent_1', 'agent_0_moves_obj', 'agent_1_exits', 'agent_0_exits', 'agent_1_reenters_alt_loc', 'agent_2_enters']",reality,second_order_false_belief
Liam entered the bedroom. Evelyn entered the bedroom. The skirt is in the drawer. The drawer is in the bedroom. Liam moved the skirt to the bucket. The bucket is in the bedroom. James dislikes the tomato. James entered the workshop. James hates the jacket. Evelyn exited the bedroom.,Where is the skirt really?,bucket,"['enter_agent_0', 'enter_agent_1', 'agent_0_moves_obj', 'agent_1_exits', 'agent_2_enters']",reality,true_belief
Hunter entered the office. Emma entered the office. The orange is in the crate. The crate is in the office. Hunter moved the orange to the cupboard. The cupboard is in the office. Emma exited the office. Hunter exited the office. Emma entered the office. Elizabeth dislikes the apple.,Where was the orange at the beginning?,crate,"['enter_agent_0', 'enter_agent_1', 'agent_0_moves_obj', 'agent_1_exits', 'agent_0_exits', 'agent_1_reenters_loc']",memory,second_order_false_belief
Noah entered the study. Carter entered the study. The undershirt is in the cupboard. The cupboard is in the study. Carter exited the study. Noah moved the undershirt to the drawer. The drawer is in the study.,Where will Carter look for the undershirt?,cupboard,"['enter_agent_0', 'enter_agent_1', 'agent_1_exits', 'agent_0_moves_obj']",first_order_1_tom,false_belief
Olivia entered the porch. Olivia dislikes the potato. Isabella is in the porch. The cabbage is in the basket. The basket is in the porch. Olivia exited the porch. Isabella moved the cabbage to the drawer. The drawer is in the porch.,Where will Olivia look for the cabbage?,basket,"['enter_agent_1', 'enter_agent_0', 'agent_1_exits', 'agent_0_moves_obj']",first_order_0_tom,false_belief
Emily entered the laundry. Elizabeth entered the laundry. Emily likes the cabbage. The socks is in the container. The container is in the laundry. Elizabeth moved the socks to the treasure_chest. The treasure_chest is in the laundry. Emily exited the laundry. Elizabeth dislikes the stockings. Oliver entered the laundry.,Where does Emily think that Elizabeth searches for the socks?,treasure_chest,"['enter_agent_1', 'enter_agent_0', 'agent_0_moves_obj', 'agent_1_exits', 'agent_2_enters']",second_order_0_no_tom,true_belief
Carter entered the workshop. Lily entered the workshop. The raincoat is in the cupboard. The cupboard is in the workshop. Lily exited the workshop. Lily hates the shoes. Isla entered the workshop. Isla exited the workshop. Lily entered the workshop. Carter hates the belt. Carter moved the raincoat to the box. The box is in the workshop.,Where is the raincoat really?,box,"['enter_agent_0', 'enter_agent_1', 'agent_1_exits', 'agent_1_reenters_loc', 'agent_2_enters', 'agent_2_exits', 'agent_0_moves_obj']",reality,true_belief
Noah entered the cellar. Jackson entered the cellar. Avery entered the cellar. The orange is in the bucket. The bucket is in the cellar. Jackson hates the shirt. Avery exited the cellar. Noah moved the orange to the basket. The basket is in the cellar. Jackson exited the cellar. Avery dislikes the t-shirt.,Where does Noah think that Jackson searches for the orange?,basket,"['enter_agent_0', 'enter_agent_1', 'agent_2_enters', 'agent_0_moves_obj', 'agent_2_exits', 'agent_1_exits']",second_order_0_no_tom,true_belief
Owen entered the hall. Owen hates the stockings. Logan entered the hall. The banana is in the cupboard. The cupboard is in the hall. Emma entered the porch. Logan moved the banana to the pantry. The pantry is in the hall. Owen exited the hall. Logan exited the hall. Owen entered the hall.,Where will Owen look for the banana?,pantry,"['enter_agent_1', 'enter_agent_0', 'agent_0_moves_obj', 'agent_2_enters', 'agent_1_exits', 'agent_0_exits', 'agent_1_reenters_loc']",first_order_0_no_tom,second_order_false_belief
Oliver entered the kitchen. Sophia entered the front_yard. Charlotte entered the front_yard. Oliver exited the kitchen. Charlotte likes the jeans. The banana is in the container. The container is in the front_yard. Charlotte moved the banana to the pantry. The pantry is in the front_yard. Sophia exited the front_yard.,Where was the banana at the beginning?,container,"['agent_2_enters', 'enter_agent_1', 'enter_agent_0', 'agent_2_exits', 'agent_0_moves_obj', 'agent_1_exits']",memory,true_belief
Lucas entered the study. Nathan likes the watermelon. Isabella entered the study. The gloves is in the bottle. The bottle is in the study. Isabella moved the gloves to the cupboard. The cupboard is in the study. Lucas exited the study.,Where was the gloves at the beginning?,bottle,"['enter_agent_1', 'enter_agent_0', 'agent_0_moves_obj', 'agent_1_exits']",memory,true_belief
Owen likes the broccoli. Owen entered the basement. Lily entered the basement. Ella entered the basement. The tie is in the pantry. The pantry is in the basement. Lily exited the basement. Ella moved the tie to the box. The box is in the basement. Ella exited the basement. Lily entered the basement.,Where was the tie at the beginning?,pantry,"['agent_2_enters', 'enter_agent_1', 'enter_agent_0', 'agent_1_exits', 'agent_0_moves_obj', 'agent_0_exits', 'agent_1_reenters_loc']",memory,second_order_false_belief
Mila entered the laundry. Carter entered the laundry. Carter exited the laundry. Emily is in the laundry. The eggplant is in the basket. The basket is in the laundry. Mila exited the laundry. Emily moved the eggplant to the drawer. The drawer is in the laundry. Emily exited the laundry. Mila entered the hall.,Where is the eggplant really?,drawer,"['enter_agent_1', 'agent_2_enters', 'agent_2_exits', 'enter_agent_0', 'agent_1_exits', 'agent_0_moves_obj', 'agent_0_exits', 'agent_1_reenters_alt_loc']",reality,second_order_false_belief
Ethan entered the patio. Abigail entered the patio. The celery is in the box. The box is in the patio. Abigail moved the celery to the suitcase. The suitcase is in the patio. Ethan exited the patio. Mila hates the pants.,Where does Abigail think that Ethan searches for the celery?,suitcase,"['enter_agent_1', 'enter_agent_0', 'agent_0_moves_obj', 'agent_1_exits']",second_order_1_no_tom,true_belief
Avery entered the den. Jacob entered the den. The shirt is in the cupboard. The cupboard is in the den. Jacob dislikes the undershirt. Jacob exited the den. Jacob entered the den. Avery moved the shirt to the box. The box is in the den.,Where will Avery look for the shirt?,box,"['enter_agent_0', 'enter_agent_1', 'agent_1_exits', 'agent_1_reenters_loc', 'agent_0_moves_obj']",first_order_0_no_tom,true_belief
Amelia entered the porch. Ava entered the porch. The potato is in the bottle. The bottle is in the porch. Ava moved the potato to the crate. The crate is in the porch. Amelia exited the porch. Lucas dislikes the onion.,Where will Amelia look for the potato?,crate,"['enter_agent_1', 'enter_agent_0', 'agent_0_moves_obj', 'agent_1_exits']",first_order_0_no_tom,true_belief
William entered the staircase. Lucas entered the staircase. Elizabeth entered the garage. The pear is in the cupboard. The cupboard is in the staircase. Lucas moved the pear to the bathtub. The bathtub is in the staircase. William exited the staircase. Elizabeth hates the melon. William likes the boots. Lucas exited the staircase. Elizabeth exited the garage. William entered the staircase.,Where will Lucas look for the pear?,bathtub,"['enter_agent_1', 'enter_agent_0', 'agent_2_enters', 'agent_0_moves_obj', 'agent_1_exits', 'agent_0_exits', 'agent_1_reenters_loc', 'agent_2_exits']",first_order_1_no_tom,second_order_false_belief
Abigail likes the suit. Liam entered the den. Liam loves the slippers. Elizabeth entered the den. Abigail entered the den. The broccoli is in the cupboard. The cupboard is in the den. Elizabeth moved the broccoli to the treasure_chest. The treasure_chest is in the den. Liam exited the den. Elizabeth exited the den. Abigail exited the den. Liam entered the workshop.,Where will Elizabeth look for the broccoli?,treasure_chest,"['enter_agent_1', 'enter_agent_0', 'agent_2_enters', 'agent_0_moves_obj', 'agent_1_exits', 'agent_0_exits', 'agent_1_reenters_alt_loc', 'agent_2_exits']",first_order_1_no_tom,second_order_false_belief
Evelyn entered the crawlspace. Jayden is in the crawlspace. Isabella entered the crawlspace. The banana is in the basket. The basket is in the crawlspace. Evelyn hates the pear. Isabella moved the banana to the container. The container is in the crawlspace. Jayden exited the crawlspace. Isabella exited the crawlspace. Jayden entered the crawlspace.,Where does Isabella think that Jayden searches for the banana?,container,"['agent_2_enters', 'enter_agent_1', 'enter_agent_0', 'agent_0_moves_obj', 'agent_1_exits', 'agent_0_exits', 'agent_1_reenters_loc']",second_order_1_no_tom,second_order_false_belief
Lily entered the closet. Ella entered the closet. Jackson entered the closet. The underpants is in the container. The container is in the closet. Jackson exited the closet. Ella moved the underpants to the bathtub. The bathtub is in the closet.,Where was the underpants at the beginning?,container,"['agent_2_enters', 'enter_agent_0', 'enter_agent_1', 'agent_1_exits', 'agent_0_moves_obj']",memory,false_belief
